class_index,synset,wordnet_id,gloss,wikilinks,supercategory,val_sample_paths
306,rhinoceros beetle,n02174001,any of various large chiefly tropical beetles having horns on the head; pest on coconuts,['https://en.wikipedia.org/wiki/Dynastinae'],inverterbrates,"['ILSVRC2012_val_00023897.JPEG', 'ILSVRC2012_val_00016150.JPEG', 'ILSVRC2012_val_00011899.JPEG', 'ILSVRC2012_val_00044390.JPEG', 'ILSVRC2012_val_00024458.JPEG']"
307,weevil,n02177972,any of several families of mostly small beetles that feed on plants and plant products; especially snout beetles and seed beetles,['https://en.wikipedia.org/wiki/Weevil'],inverterbrates,"['ILSVRC2012_val_00006901.JPEG', 'ILSVRC2012_val_00004765.JPEG', 'ILSVRC2012_val_00031920.JPEG', 'ILSVRC2012_val_00044760.JPEG', 'ILSVRC2012_val_00015112.JPEG']"
308,fly,n02190166,two-winged insects characterized by active flight,['https://en.wikipedia.org/wiki/Fly'],inverterbrates,"['ILSVRC2012_val_00022437.JPEG', 'ILSVRC2012_val_00036693.JPEG', 'ILSVRC2012_val_00026620.JPEG', 'ILSVRC2012_val_00008941.JPEG', 'ILSVRC2012_val_00020056.JPEG']"
309,bee,n02206856,any of numerous hairy-bodied insects including social and solitary species,['https://en.wikipedia.org/wiki/Bee'],inverterbrates,"['ILSVRC2012_val_00039252.JPEG', 'ILSVRC2012_val_00022948.JPEG', 'ILSVRC2012_val_00003030.JPEG', 'ILSVRC2012_val_00032624.JPEG', 'ILSVRC2012_val_00047075.JPEG']"
310,"ant, emmet, pismire",n02219486,social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers,['https://en.wikipedia.org/wiki/Ant'],inverterbrates,"['ILSVRC2012_val_00001502.JPEG', 'ILSVRC2012_val_00022160.JPEG', 'ILSVRC2012_val_00011617.JPEG', 'ILSVRC2012_val_00012102.JPEG', 'ILSVRC2012_val_00021864.JPEG']"
311,"grasshopper, hopper",n02226429,terrestrial plant-eating insect with hind legs adapted for leaping,['https://en.wikipedia.org/wiki/Grasshopper'],inverterbrates,"['ILSVRC2012_val_00031573.JPEG', 'ILSVRC2012_val_00039032.JPEG', 'ILSVRC2012_val_00032265.JPEG', 'ILSVRC2012_val_00032705.JPEG', 'ILSVRC2012_val_00045770.JPEG']"
312,cricket,n02229544,leaping insect; male makes chirping noises by rubbing the forewings together,['https://en.wikipedia.org/wiki/Cricket_(insect)'],inverterbrates,"['ILSVRC2012_val_00048072.JPEG', 'ILSVRC2012_val_00042904.JPEG', 'ILSVRC2012_val_00049638.JPEG', 'ILSVRC2012_val_00004706.JPEG', 'ILSVRC2012_val_00022001.JPEG']"
313,"walking stick, walkingstick, stick insect",n02231487,any of various mostly tropical insects having long twiglike bodies,['https://en.wikipedia.org/wiki/Phasmatodea'],inverterbrates,"['ILSVRC2012_val_00020464.JPEG', 'ILSVRC2012_val_00032661.JPEG', 'ILSVRC2012_val_00010292.JPEG', 'ILSVRC2012_val_00048091.JPEG', 'ILSVRC2012_val_00018003.JPEG']"
314,"cockroach, roach",n02233338,any of numerous chiefly nocturnal insects; some are domestic pests,['https://en.wikipedia.org/wiki/Cockroach'],inverterbrates,"['ILSVRC2012_val_00021514.JPEG', 'ILSVRC2012_val_00022332.JPEG', 'ILSVRC2012_val_00047533.JPEG', 'ILSVRC2012_val_00039843.JPEG', 'ILSVRC2012_val_00037993.JPEG']"
315,"mantis, mantid",n02236044,predacious long-bodied large-eyed insect of warm regions; rests with forelimbs raised as in prayer,['https://en.wikipedia.org/wiki/Mantis'],inverterbrates,"['ILSVRC2012_val_00041950.JPEG', 'ILSVRC2012_val_00021366.JPEG', 'ILSVRC2012_val_00000772.JPEG', 'ILSVRC2012_val_00012127.JPEG', 'ILSVRC2012_val_00031050.JPEG']"
316,"cicada, cicala",n02256656,stout-bodied insect with large membranous wings; male has drum-like organs for producing a high-pitched drone,['https://en.wikipedia.org/wiki/Cicada'],inverterbrates,"['ILSVRC2012_val_00044514.JPEG', 'ILSVRC2012_val_00005538.JPEG', 'ILSVRC2012_val_00045569.JPEG', 'ILSVRC2012_val_00034839.JPEG', 'ILSVRC2012_val_00040805.JPEG']"
317,leafhopper,n02259212,small leaping insect that sucks the juices of plants,['https://en.wikipedia.org/wiki/Leafhopper'],inverterbrates,"['ILSVRC2012_val_00022765.JPEG', 'ILSVRC2012_val_00046417.JPEG', 'ILSVRC2012_val_00011888.JPEG', 'ILSVRC2012_val_00028692.JPEG', 'ILSVRC2012_val_00021086.JPEG']"
318,"lacewing, lacewing fly",n02264363,any of two families of insects with gauzy wings (Chrysopidae and Hemerobiidae); larvae feed on insect pests such as aphids,['https://en.wikipedia.org/wiki/Neuroptera'],inverterbrates,"['ILSVRC2012_val_00048423.JPEG', 'ILSVRC2012_val_00034502.JPEG', 'ILSVRC2012_val_00045985.JPEG', 'ILSVRC2012_val_00026489.JPEG', 'ILSVRC2012_val_00045525.JPEG']"
319,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk",n02268443,slender-bodied non-stinging insect having iridescent wings that are outspread at rest; adults and nymphs feed on mosquitoes etc.,['https://en.wikipedia.org/wiki/Dragonfly'],inverterbrates,"['ILSVRC2012_val_00021739.JPEG', 'ILSVRC2012_val_00036761.JPEG', 'ILSVRC2012_val_00000418.JPEG', 'ILSVRC2012_val_00018415.JPEG', 'ILSVRC2012_val_00043424.JPEG']"
320,damselfly,n02268853,slender non-stinging insect similar to but smaller than the dragonfly but having wings folded when at rest,['https://en.wikipedia.org/wiki/Damselfly'],inverterbrates,"['ILSVRC2012_val_00049961.JPEG', 'ILSVRC2012_val_00018455.JPEG', 'ILSVRC2012_val_00042764.JPEG', 'ILSVRC2012_val_00037978.JPEG', 'ILSVRC2012_val_00049442.JPEG']"
321,admiral,n02276258,any of several brightly colored butterflies,['https://en.wikipedia.org/wiki/Limenitis'],inverterbrates,"['ILSVRC2012_val_00026877.JPEG', 'ILSVRC2012_val_00044223.JPEG', 'ILSVRC2012_val_00026791.JPEG', 'ILSVRC2012_val_00017169.JPEG', 'ILSVRC2012_val_00032773.JPEG']"
322,"ringlet, ringlet butterfly",n02277742,any of various butterflies belonging to the family Satyridae,['https://en.wikipedia.org/wiki/Satyrini'],inverterbrates,"['ILSVRC2012_val_00049126.JPEG', 'ILSVRC2012_val_00016811.JPEG', 'ILSVRC2012_val_00028551.JPEG', 'ILSVRC2012_val_00046372.JPEG', 'ILSVRC2012_val_00025382.JPEG']"
323,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",n02279972,large migratory American butterfly having deep orange wings with black and white markings; the larvae feed on milkweed,['https://en.wikipedia.org/wiki/Monarch_butterfly'],inverterbrates,"['ILSVRC2012_val_00019145.JPEG', 'ILSVRC2012_val_00023111.JPEG', 'ILSVRC2012_val_00024527.JPEG', 'ILSVRC2012_val_00005614.JPEG', 'ILSVRC2012_val_00011374.JPEG']"
324,cabbage butterfly,n02280649,white butterfly whose larvae (cabbageworms) feed on cabbage,['https://en.wikipedia.org/wiki/Pieris_brassicae'],inverterbrates,"['ILSVRC2012_val_00037181.JPEG', 'ILSVRC2012_val_00026917.JPEG', 'ILSVRC2012_val_00011175.JPEG', 'ILSVRC2012_val_00010025.JPEG', 'ILSVRC2012_val_00004011.JPEG']"
325,"sulphur butterfly, sulfur butterfly",n02281406,any of numerous yellow or orange butterflies,['https://en.wikipedia.org/wiki/Coliadinae'],inverterbrates,"['ILSVRC2012_val_00013558.JPEG', 'ILSVRC2012_val_00002906.JPEG', 'ILSVRC2012_val_00003498.JPEG', 'ILSVRC2012_val_00014925.JPEG', 'ILSVRC2012_val_00049133.JPEG']"
326,"lycaenid, lycaenid butterfly",n02281787,any of various butterflies of the family Lycaenidae,['https://en.wikipedia.org/wiki/Lycaenidae'],inverterbrates,"['ILSVRC2012_val_00043407.JPEG', 'ILSVRC2012_val_00039181.JPEG', 'ILSVRC2012_val_00028071.JPEG', 'ILSVRC2012_val_00025307.JPEG', 'ILSVRC2012_val_00013440.JPEG']"
327,"starfish, sea star",n02317335,echinoderms characterized by five arms extending from a central disk,['https://en.wikipedia.org/wiki/Starfish'],inverterbrates,"['ILSVRC2012_val_00017888.JPEG', 'ILSVRC2012_val_00027930.JPEG', 'ILSVRC2012_val_00012640.JPEG', 'ILSVRC2012_val_00004153.JPEG', 'ILSVRC2012_val_00042968.JPEG']"
328,sea urchin,n02319095,shallow-water echinoderms having soft bodies enclosed in thin spiny globular shells,['https://en.wikipedia.org/wiki/Sea_urchin'],inverterbrates,"['ILSVRC2012_val_00047278.JPEG', 'ILSVRC2012_val_00009288.JPEG', 'ILSVRC2012_val_00035430.JPEG', 'ILSVRC2012_val_00035549.JPEG', 'ILSVRC2012_val_00043765.JPEG']"
329,"sea cucumber, holothurian",n02321529,"echinoderm having a flexible sausage-shaped body, tentacles surrounding the mouth and tube feet; free-living mud feeders",['https://en.wikipedia.org/wiki/Sea_cucumber'],inverterbrates,"['ILSVRC2012_val_00038874.JPEG', 'ILSVRC2012_val_00042639.JPEG', 'ILSVRC2012_val_00007344.JPEG', 'ILSVRC2012_val_00029107.JPEG', 'ILSVRC2012_val_00022946.JPEG']"
330,"wood rabbit, cottontail, cottontail rabbit",n02325366,common small rabbit of North America having greyish or brownish fur and a tail with a white underside; a host for Ixodes pacificus and Ixodes scapularis (Lyme disease ticks),['https://en.wikipedia.org/wiki/Cottontail_rabbit'],Other mammals,"['ILSVRC2012_val_00005259.JPEG', 'ILSVRC2012_val_00019651.JPEG', 'ILSVRC2012_val_00021667.JPEG', 'ILSVRC2012_val_00014688.JPEG', 'ILSVRC2012_val_00000685.JPEG']"
331,hare,n02326432,swift timid long-eared mammal larger than a rabbit having a divided upper lip and long hind legs; young born furred and with open eyes,['https://en.wikipedia.org/wiki/Hare'],Other mammals,"['ILSVRC2012_val_00011291.JPEG', 'ILSVRC2012_val_00042759.JPEG', 'ILSVRC2012_val_00049948.JPEG', 'ILSVRC2012_val_00049280.JPEG', 'ILSVRC2012_val_00007440.JPEG']"
332,"Angora, Angora rabbit",n02328150,domestic breed of rabbit with long white silky hair,['https://en.wikipedia.org/wiki/Angora_rabbit'],Other mammals,"['ILSVRC2012_val_00027898.JPEG', 'ILSVRC2012_val_00046186.JPEG', 'ILSVRC2012_val_00040394.JPEG', 'ILSVRC2012_val_00029632.JPEG', 'ILSVRC2012_val_00036041.JPEG']"
333,hamster,n02342885,short-tailed Old World burrowing rodent with large cheek pouches,['https://en.wikipedia.org/wiki/Hamster'],Other mammals,"['ILSVRC2012_val_00039766.JPEG', 'ILSVRC2012_val_00001478.JPEG', 'ILSVRC2012_val_00031690.JPEG', 'ILSVRC2012_val_00017445.JPEG', 'ILSVRC2012_val_00041792.JPEG']"
334,"porcupine, hedgehog",n02346627,relatively large rodents with sharp erectile bristles mingled with the fur,['https://en.wikipedia.org/wiki/Porcupine'],Other mammals,"['ILSVRC2012_val_00048070.JPEG', 'ILSVRC2012_val_00005716.JPEG', 'ILSVRC2012_val_00037361.JPEG', 'ILSVRC2012_val_00012414.JPEG', 'ILSVRC2012_val_00003579.JPEG']"
335,"fox squirrel, eastern fox squirrel, Sciurus niger",n02356798,exceptionally large arboreal squirrel of eastern United States,['https://en.wikipedia.org/wiki/Fox_squirrel'],Other mammals,"['ILSVRC2012_val_00035136.JPEG', 'ILSVRC2012_val_00042187.JPEG', 'ILSVRC2012_val_00027471.JPEG', 'ILSVRC2012_val_00028178.JPEG', 'ILSVRC2012_val_00037743.JPEG']"
336,marmot,n02361337,stocky coarse-furred burrowing rodent with a short bushy tail found throughout the northern hemisphere; hibernates in winter,['https://en.wikipedia.org/wiki/Marmot'],Other mammals,"['ILSVRC2012_val_00033800.JPEG', 'ILSVRC2012_val_00042013.JPEG', 'ILSVRC2012_val_00025459.JPEG', 'ILSVRC2012_val_00034294.JPEG', 'ILSVRC2012_val_00031934.JPEG']"
337,beaver,n02363005,large semiaquatic rodent with webbed hind feet and a broad flat tail; construct complex dams and underwater lodges,['https://en.wikipedia.org/wiki/Beaver'],Other mammals,"['ILSVRC2012_val_00029016.JPEG', 'ILSVRC2012_val_00026970.JPEG', 'ILSVRC2012_val_00019617.JPEG', 'ILSVRC2012_val_00012580.JPEG', 'ILSVRC2012_val_00019646.JPEG']"
338,"guinea pig, Cavia cobaya",n02364673,stout-bodied nearly tailless domesticated cavy; often kept as a pet and widely used in research,['https://en.wikipedia.org/wiki/Guinea_pig'],Other mammals,"['ILSVRC2012_val_00044948.JPEG', 'ILSVRC2012_val_00008071.JPEG', 'ILSVRC2012_val_00006685.JPEG', 'ILSVRC2012_val_00003035.JPEG', 'ILSVRC2012_val_00000565.JPEG']"
339,sorrel,n02389026,a horse of a brownish orange to light brown color,['https://en.wikipedia.org/wiki/Sorrel_(horse)'],Other mammals,"['ILSVRC2012_val_00045356.JPEG', 'ILSVRC2012_val_00017532.JPEG', 'ILSVRC2012_val_00023360.JPEG', 'ILSVRC2012_val_00033221.JPEG', 'ILSVRC2012_val_00018417.JPEG']"
340,zebra,n02391049,any of several fleet black-and-white striped African equines,['https://en.wikipedia.org/wiki/Zebra'],Other mammals,"['ILSVRC2012_val_00015124.JPEG', 'ILSVRC2012_val_00025344.JPEG', 'ILSVRC2012_val_00023210.JPEG', 'ILSVRC2012_val_00048670.JPEG', 'ILSVRC2012_val_00026458.JPEG']"
341,"hog, pig, grunter, squealer, Sus scrofa",n02395406,domestic swine,['https://en.wikipedia.org/wiki/Pig'],Other mammals,"['ILSVRC2012_val_00046042.JPEG', 'ILSVRC2012_val_00011856.JPEG', 'ILSVRC2012_val_00039055.JPEG', 'ILSVRC2012_val_00036996.JPEG', 'ILSVRC2012_val_00026390.JPEG']"
342,"wild boar, boar, Sus scrofa",n02396427,Old World wild swine having a narrow body and prominent tusks from which most domestic swine come; introduced in United States,['https://en.wikipedia.org/wiki/Wild_boar'],Other mammals,"['ILSVRC2012_val_00029618.JPEG', 'ILSVRC2012_val_00023375.JPEG', 'ILSVRC2012_val_00037833.JPEG', 'ILSVRC2012_val_00019873.JPEG', 'ILSVRC2012_val_00046391.JPEG']"
343,warthog,n02397096,African wild swine with warty protuberances on the face and large protruding tusks,['https://en.wikipedia.org/wiki/Phacochoerus'],Other mammals,"['ILSVRC2012_val_00023920.JPEG', 'ILSVRC2012_val_00040609.JPEG', 'ILSVRC2012_val_00047171.JPEG', 'ILSVRC2012_val_00026512.JPEG', 'ILSVRC2012_val_00041563.JPEG']"
344,"hippopotamus, hippo, river horse, Hippopotamus amphibius",n02398521,massive thick-skinned herbivorous animal living in or around rivers of tropical Africa,['https://en.wikipedia.org/wiki/Hippopotamus'],Other mammals,"['ILSVRC2012_val_00018354.JPEG', 'ILSVRC2012_val_00012118.JPEG', 'ILSVRC2012_val_00035697.JPEG', 'ILSVRC2012_val_00030665.JPEG', 'ILSVRC2012_val_00019139.JPEG']"
345,ox,n02403003,an adult castrated bull of the genus Bos; especially Bos taurus,['https://en.wikipedia.org/wiki/Ox'],Other mammals,"['ILSVRC2012_val_00025775.JPEG', 'ILSVRC2012_val_00015027.JPEG', 'ILSVRC2012_val_00045025.JPEG', 'ILSVRC2012_val_00041495.JPEG', 'ILSVRC2012_val_00010592.JPEG']"
346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",n02408429,an Asian buffalo that is often domesticated for use as a draft animal,['https://en.wikipedia.org/wiki/Water_buffalo'],Other mammals,"['ILSVRC2012_val_00015254.JPEG', 'ILSVRC2012_val_00003801.JPEG', 'ILSVRC2012_val_00021624.JPEG', 'ILSVRC2012_val_00007108.JPEG', 'ILSVRC2012_val_00000456.JPEG']"
347,bison,n02410509,any of several large humped bovids having shaggy manes and large heads and short horns,['https://en.wikipedia.org/wiki/Bison'],Other mammals,"['ILSVRC2012_val_00024594.JPEG', 'ILSVRC2012_val_00028496.JPEG', 'ILSVRC2012_val_00007597.JPEG', 'ILSVRC2012_val_00004508.JPEG', 'ILSVRC2012_val_00049958.JPEG']"
348,"ram, tup",n02412080,"uncastrated adult male sheep; ""a British term is `tup'""",['https://en.wikipedia.org/wiki/Sheep'],Other mammals,"['ILSVRC2012_val_00048771.JPEG', 'ILSVRC2012_val_00035280.JPEG', 'ILSVRC2012_val_00041575.JPEG', 'ILSVRC2012_val_00023655.JPEG', 'ILSVRC2012_val_00041048.JPEG']"
349,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",n02415577,wild sheep of mountainous regions of western North America having massive curled horns,['https://en.wikipedia.org/wiki/Bighorn_sheep'],Other mammals,"['ILSVRC2012_val_00038931.JPEG', 'ILSVRC2012_val_00020499.JPEG', 'ILSVRC2012_val_00012720.JPEG', 'ILSVRC2012_val_00000100.JPEG', 'ILSVRC2012_val_00049043.JPEG']"
350,"ibex, Capra ibex",n02417914,wild goat of mountain areas of Eurasia and northern Africa having large recurved horns,['https://en.wikipedia.org/wiki/Capra_(genus)'],Other mammals,"['ILSVRC2012_val_00025770.JPEG', 'ILSVRC2012_val_00024722.JPEG', 'ILSVRC2012_val_00032544.JPEG', 'ILSVRC2012_val_00000444.JPEG', 'ILSVRC2012_val_00044074.JPEG']"
351,hartebeest,n02422106,a large African antelope with lyre-shaped horns that curve backward,['https://en.wikipedia.org/wiki/Hartebeest'],Other mammals,"['ILSVRC2012_val_00035337.JPEG', 'ILSVRC2012_val_00036270.JPEG', 'ILSVRC2012_val_00039423.JPEG', 'ILSVRC2012_val_00006385.JPEG', 'ILSVRC2012_val_00002073.JPEG']"
352,"impala, Aepyceros melampus",n02422699,African antelope with ridged curved horns; moves with enormous leaps,['https://en.wikipedia.org/wiki/Impala'],Other mammals,"['ILSVRC2012_val_00024665.JPEG', 'ILSVRC2012_val_00027012.JPEG', 'ILSVRC2012_val_00037295.JPEG', 'ILSVRC2012_val_00035239.JPEG', 'ILSVRC2012_val_00028482.JPEG']"
353,gazelle,n02423022,small swift graceful antelope of Africa and Asia having lustrous eyes,['https://en.wikipedia.org/wiki/Gazelle'],Other mammals,"['ILSVRC2012_val_00007265.JPEG', 'ILSVRC2012_val_00036577.JPEG', 'ILSVRC2012_val_00013417.JPEG', 'ILSVRC2012_val_00044771.JPEG', 'ILSVRC2012_val_00012135.JPEG']"
354,"Arabian camel, dromedary, Camelus dromedarius",n02437312,one-humped camel of the hot deserts of northern Africa and southwestern Asia,['https://en.wikipedia.org/wiki/Dromedary'],Other mammals,"['ILSVRC2012_val_00024798.JPEG', 'ILSVRC2012_val_00006245.JPEG', 'ILSVRC2012_val_00004720.JPEG', 'ILSVRC2012_val_00006577.JPEG', 'ILSVRC2012_val_00032207.JPEG']"
355,llama,n02437616,wild or domesticated South American cud-chewing animal related to camels but smaller and lacking a hump,['https://en.wikipedia.org/wiki/Llama'],Other mammals,"['ILSVRC2012_val_00045049.JPEG', 'ILSVRC2012_val_00030943.JPEG', 'ILSVRC2012_val_00016710.JPEG', 'ILSVRC2012_val_00029207.JPEG', 'ILSVRC2012_val_00046841.JPEG']"
356,weasel,n02441942,small carnivorous mammal with short legs and elongated body and neck,['https://en.wikipedia.org/wiki/Weasel'],Other mammals,"['ILSVRC2012_val_00031073.JPEG', 'ILSVRC2012_val_00043742.JPEG', 'ILSVRC2012_val_00049636.JPEG', 'ILSVRC2012_val_00009986.JPEG', 'ILSVRC2012_val_00042140.JPEG']"
357,mink,n02442845,slender-bodied semiaquatic mammal having partially webbed feet; valued for its fur,['https://en.wikipedia.org/wiki/Mink'],Other mammals,"['ILSVRC2012_val_00029078.JPEG', 'ILSVRC2012_val_00048096.JPEG', 'ILSVRC2012_val_00014437.JPEG', 'ILSVRC2012_val_00002307.JPEG', 'ILSVRC2012_val_00046403.JPEG']"
358,"polecat, fitch, foulmart, foumart, Mustela putorius",n02443114,dark brown mustelid of woodlands of Eurasia that gives off an unpleasant odor when threatened,['https://en.wikipedia.org/wiki/European_polecat'],Other mammals,"['ILSVRC2012_val_00000055.JPEG', 'ILSVRC2012_val_00017019.JPEG', 'ILSVRC2012_val_00011710.JPEG', 'ILSVRC2012_val_00015211.JPEG', 'ILSVRC2012_val_00048246.JPEG']"
359,"black-footed ferret, ferret, Mustela nigripes",n02443484,musteline mammal of prairie regions of United States; nearly extinct,['https://en.wikipedia.org/wiki/Black-footed_ferret'],Other mammals,"['ILSVRC2012_val_00016721.JPEG', 'ILSVRC2012_val_00036439.JPEG', 'ILSVRC2012_val_00001509.JPEG', 'ILSVRC2012_val_00030982.JPEG', 'ILSVRC2012_val_00043276.JPEG']"
360,otter,n02444819,freshwater carnivorous mammal having webbed and clawed feet and dark brown fur,['https://en.wikipedia.org/wiki/Otter'],Other mammals,"['ILSVRC2012_val_00025626.JPEG', 'ILSVRC2012_val_00004584.JPEG', 'ILSVRC2012_val_00039796.JPEG', 'ILSVRC2012_val_00011216.JPEG', 'ILSVRC2012_val_00024190.JPEG']"
361,"skunk, polecat, wood pussy",n02445715,American musteline mammal typically ejecting an intensely malodorous fluid when startled; in some classifications put in a separate subfamily Mephitinae,['https://en.wikipedia.org/wiki/Skunk'],Other mammals,"['ILSVRC2012_val_00023656.JPEG', 'ILSVRC2012_val_00000322.JPEG', 'ILSVRC2012_val_00040228.JPEG', 'ILSVRC2012_val_00012662.JPEG', 'ILSVRC2012_val_00006283.JPEG']"
362,badger,n02447366,sturdy carnivorous burrowing mammal with strong claws; widely distributed in the northern hemisphere,['https://en.wikipedia.org/wiki/Badger'],Other mammals,"['ILSVRC2012_val_00044044.JPEG', 'ILSVRC2012_val_00036224.JPEG', 'ILSVRC2012_val_00023870.JPEG', 'ILSVRC2012_val_00009878.JPEG', 'ILSVRC2012_val_00007728.JPEG']"
363,armadillo,n02454379,burrowing chiefly nocturnal mammal with body covered with strong horny plates,['https://en.wikipedia.org/wiki/Armadillo'],Other mammals,"['ILSVRC2012_val_00005355.JPEG', 'ILSVRC2012_val_00025171.JPEG', 'ILSVRC2012_val_00014288.JPEG', 'ILSVRC2012_val_00019625.JPEG', 'ILSVRC2012_val_00032906.JPEG']"
364,"three-toed sloth, ai, Bradypus tridactylus",n02457408,a sloth that has three long claws on each forefoot and each hindfoot,['https://en.wikipedia.org/wiki/Three-toed_sloth'],Other mammals,"['ILSVRC2012_val_00045127.JPEG', 'ILSVRC2012_val_00038710.JPEG', 'ILSVRC2012_val_00012938.JPEG', 'ILSVRC2012_val_00019352.JPEG', 'ILSVRC2012_val_00031278.JPEG']"
365,"orangutan, orang, orangutang, Pongo pygmaeus",n02480495,large long-armed ape of Borneo and Sumatra having arboreal habits,['https://en.wikipedia.org/wiki/Orangutan'],Other mammals,"['ILSVRC2012_val_00016196.JPEG', 'ILSVRC2012_val_00048291.JPEG', 'ILSVRC2012_val_00009574.JPEG', 'ILSVRC2012_val_00020525.JPEG', 'ILSVRC2012_val_00016559.JPEG']"
